,p,adjustedP,F,T2,df1,df2,D2
"('song_positivity', 'personality_imagination')",0.8528747640083116,1,1.9662876087059964,3.985009553644153,2,75,0.22202196084588852
"('song_positivity', 'personality_lazy')",0.4011082096364755,1,0.5161948391101826,1.0461548739299702,2,75,0.05828577154752691
"('song_positivity', 'personality_nervous')",0.3758107228939489,1,0.4742757441184641,0.9611988414134207,2,75,0.05355250687874772
"('song_positivity', 'personality_outgoing')",0.8255397858151625,1,1.787346484919181,3.62235554276954,2,75,0.20181695166858868
"('song_positivity', 'personality_reserved')",0.4203835632957512,1,0.5493739916440897,1.1133979563986887,2,75,0.06203217185649837
"('song_positivity', 'personality_stress')",0.7597755823176151,1,1.453648740585925,2.946061447587475,2,75,0.16413770922273074
"('song_positivity', 'personality_thorough')",0.2752194763900633,1,0.3232718352381444,0.655164252749306,2,75,0.036502008367461335
"('song_positivity', 'personality_trusting')",0.5255620801427021,1,0.7530866227459251,1.5262555554317416,2,75,0.08503423808833989
"('song_tension', 'age')",0.8952844969459164,1,2.287842602210055,4.603585723959258,2,164,0.11533135552073147
"('song_tension', 'musical_expertise')",0.35456242885316624,1,0.43951261229191335,0.8867359721678953,2,114,0.031766108004789885
"('song_tension', 'concentration')",0.09676947895415748,1,0.10191571502162605,0.2065491824438288,2,75,0.011507740164727604
"('song_tension', 'personality_artistic')",0.036351741767313074,1,0.03704721621349844,0.07508235819269019,2,75,0.004183159956449882
"('song_tension', 'personality_fault')",0.9985125973659252,1,7.110097574225263,14.409797750429867,2,75,0.8028315889525212
"('song_tension', 'personality_imagination')",0.8221207848317064,1,1.7670186719247032,3.5811578417673986,2,75,0.1995216511841836
"('song_tension', 'personality_lazy')",0.21986712868207345,1,0.2491148222174003,0.504872706360598,2,75,0.02812862221151903
"('song_tension', 'personality_nervous')",0.16050570989400137,1,0.1753643656503572,0.35540511438472394,2,75,0.019801142087148907
"('song_tension', 'personality_outgoing')",0.7687513868053616,1,1.4932251511213792,3.0262696396059954,2,75,0.16860645134947688
"('song_tension', 'personality_reserved')",0.2568559884479735,1,0.29804358993580726,0.6040350089365694,2,75,0.03365337906932315
"('song_tension', 'personality_stress')",0.6142686970486181,1,0.9648170205945795,1.9553624950716813,2,75,0.10894162472542224
"('song_tension', 'personality_thorough')",0.05637593520519766,1,0.05807234753244718,0.11769329099909295,2,75,0.006557197641378036
"('song_tension', 'personality_trusting')",0.3973714257664024,1,0.5098896284826965,1.0333763137249317,2,75,0.057573823193246186
"('age', 'musical_expertise')",0.8687472084668452,1,2.0648071357348408,4.163463568776811,2,122,0.13975105963939347
"('age', 'concentration')",0.3484060216534237,1,0.43078924701798327,0.8730662072897795,2,75,0.04864226012043057
"('age', 'personality_artistic')",0.29804104201119147,1,0.35555535646685876,0.7205921891061671,2,75,0.04014727910734359
"('age', 'personality_fault')",0.9985639983143562,1,7.151954041691348,14.4946268578278,2,75,0.8075577820789773
"('age', 'personality_imagination')",0.8236076074710798,1,1.7758089098342167,3.5989727239306792,2,75,0.20051419461899497
"('age', 'personality_lazy')",0.4141625987467536,1,0.5385434244421822,1.0914480068694892,2,75,0.0608092460970144
"('age', 'personality_nervous')",0.3279795214123094,1,0.39958032110430414,0.8098161174380564,2,75,0.04511832654297743
"('age', 'personality_outgoing')",0.7844423656411116,1,1.5663566131437883,3.174482735971411,2,75,0.17686403814697862
"('age', 'personality_reserved')",0.4471065092809967,1,0.597296830111147,1.2105215756919245,2,75,0.06744334493140723
"('age', 'personality_stress')",0.5628229799352853,1,0.8366128480757137,1.6955353721001132,2,75,0.09446554215986346
"('age', 'personality_thorough')",0.29788267933463936,1,0.35532764275815765,0.7201306893231996,2,75,0.04012156697657826
"('age', 'personality_trusting')",0.5151629984127769,1,0.7309756127745769,1.481443908556476,2,75,0.08253758919100365
"('musical_expertise', 'concentration')",0.23857581642599082,1,0.27355763118220905,0.5544101325292771,2,75,0.030888564526631152
"('musical_expertise', 'personality_artistic')",0.17738055541736675,1,0.19577083015732136,0.39676221578550463,2,75,0.022105323450906687
"('musical_expertise', 'personality_fault')",0.9990637901512285,1,7.664234005994703,15.532847585482598,2,75,0.8654015083340305
"('musical_expertise', 'personality_imagination')",0.8678738720518604,1,2.079615313741998,4.214687035850449,2,75,0.23481827771166788
"('musical_expertise', 'personality_lazy')",0.35790409721630767,1,0.4456448020138778,0.9031734654147924,2,75,0.050319664501681294
"('musical_expertise', 'personality_nervous')",0.32983154264931425,1,0.4023695341818269,0.8154689226085026,2,75,0.045433268545330856
"('musical_expertise', 'personality_outgoing')",0.8760253757606431,1,2.1468839614191553,4.351018161809488,2,75,0.24241386901510006
"('musical_expertise', 'personality_reserved')",0.35009622152165304,1,0.43341649175770164,0.8783907566289421,2,75,0.048938913583612485
"('musical_expertise', 'personality_stress')",0.6766419171909219,1,1.146161861324321,2.322888038950624,2,75,0.1294180478843919
"('musical_expertise', 'personality_thorough')",0.1792192889814079,1,0.1980202989650778,0.401321139235891,2,75,0.02235932061457107
"('musical_expertise', 'personality_trusting')",0.49574526289610704,1,0.6909622962940705,1.4003502538226495,2,75,0.07801951414154762
"('concentration', 'personality_artistic')",0.12200547533294198,1,0.1303409147157278,0.2641575871572084,2,75,0.014717351284473037
"('concentration', 'personality_fault')",0.9987669293015614,1,7.3337351200916405,14.863036510052392,2,75,0.828083462702919
"('concentration', 'personality_imagination')",0.8316714858082563,1,1.8248489068758138,3.698360451268316,2,75,0.2060515108563776
"('concentration', 'personality_lazy')",0.29165543568689684,1,0.34641488850469077,0.7020675073695066,2,75,0.03911518969630108
"('concentration', 'personality_nervous')",0.2837154692854021,1,0.3351667597079758,0.679271299674831,2,75,0.03784511526759773
"('concentration', 'personality_outgoing')",0.8483521040869924,1,1.9344357147516202,3.920456381896617,2,75,0.21842542699138295
"('concentration', 'personality_reserved')",0.36216401510161933,1,0.4523810052694377,0.9168255040127271,2,75,0.05108027808070908
"('concentration', 'personality_stress')",0.6765377437020383,1,1.1458299081877,2.3222152805937384,2,75,0.1293805656330797
"('concentration', 'personality_thorough')",0.1271254322799488,1,0.13621019187330863,0.2760526555299055,2,75,0.015380076522380447
"('concentration', 'personality_trusting')",0.46823148653308916,1,0.6368950112347447,1.2907738894357492,2,75,0.07191454526856317
"('personality_artistic', 'personality_fault')",0.9987290760785742,1,7.29759986445583,14.789802391963818,2,75,0.8240032761236984
"('personality_artistic', 'personality_imagination')",0.7946119112762119,1,1.6167346768736786,3.2765822784639886,2,75,0.18255244122870795
"('personality_artistic', 'personality_lazy')",0.1736010525261945,1,0.19116323030399537,0.38742414674943065,2,75,0.021585059604611136
"('personality_artistic', 'personality_nervous')",0.14369482883721663,1,0.1554497654241064,0.31504485792618897,2,75,0.017552499227316245
"('personality_artistic', 'personality_outgoing')",0.7394116679573468,1,1.369217884322262,2.7749482455597843,2,75,0.1546042593954737
"('personality_artistic', 'personality_reserved')",0.2638043797169771,1,0.30751341627199286,0.6232271903112389,2,75,0.03472265774591188
"('personality_artistic', 'personality_stress')",0.515537526693046,1,0.7317634658674598,1.4830406241580518,2,75,0.08262654906023431
"('personality_artistic', 'personality_thorough')",0.04330775232530157,1,0.04429966507321413,0.08978065454838065,2,75,0.005002065039124064
"('personality_artistic', 'personality_trusting')",0.39346662231794216,1,0.5033436563501987,1.0201098102030695,2,75,0.05683468942559958
"('personality_fault', 'personality_imagination')",0.9994323328192629,1,8.270827769579972,16.762210946348745,2,75,0.9338946098680014
"('personality_fault', 'personality_lazy')",0.9990026108056698,1,7.588059391157792,15.378467032746459,2,75,0.8568003061101599
"('personality_fault', 'personality_nervous')",0.9986485337243568,1,7.224256414470746,14.641159666660712,2,75,0.815721752856811
"('personality_fault', 'personality_outgoing')",0.999188819606614,1,7.837211242252062,15.883414784297512,2,75,0.8849331094108615
"('personality_fault', 'personality_reserved')",0.9986083340738827,1,7.189311919494542,14.570338823508939,2,75,0.8117760201669266
"('personality_fault', 'personality_stress')",0.9991153432489454,1,7.732501524399071,15.671203089448785,2,75,0.8731098864121465
"('personality_fault', 'personality_thorough')",0.9984761663184624,1,7.081320953170347,14.351477131758571,2,75,0.7995822973408347
"('personality_fault', 'personality_trusting')",0.9987039126020565,1,7.274184726611695,14.742347712599702,2,75,0.8213593725591263
"('personality_imagination', 'personality_lazy')",0.8175756682977603,1,1.740607961245297,3.5276321347904687,2,75,0.19653950465261183
"('personality_imagination', 'personality_nervous')",0.862686763813475,1,2.0389929434994363,4.132359032158858,2,75,0.23023143179170782
"('personality_imagination', 'personality_outgoing')",0.9094443543116552,1,2.4803741017008423,5.026891512780374,2,75,0.28006966999776367
"('personality_imagination', 'personality_reserved')",0.877843705380181,1,2.1625085176391177,4.382683929081946,2,75,0.24417810462027983
"('personality_imagination', 'personality_stress')",0.8565422518289001,1,1.992863800574054,4.038870635830083,2,75,0.22502279256767604
"('personality_imagination', 'personality_thorough')",0.8200680207101032,1,1.755005709850377,3.556811571963431,2,75,0.1981652161522483
"('personality_imagination', 'personality_trusting')",0.8090222306615408,1,1.6926888160202556,3.430516000467718,2,75,0.19112874859748716
"('personality_lazy', 'personality_nervous')",0.23875228485360991,1,0.27379111062343087,0.5548833175301533,2,75,0.030914927690965682
"('personality_lazy', 'personality_outgoing')",0.7464952541529749,1,1.3977939896482798,2.8328624856871807,2,75,0.15783090991685722
"('personality_lazy', 'personality_reserved')",0.33890939841112155,1,0.4161565888792198,0.8434106867952188,2,75,0.04699002397859076
"('personality_lazy', 'personality_stress')",0.5731783471587619,1,0.8611274311774079,1.7452182605195468,2,75,0.09723358880037475
"('personality_lazy', 'personality_thorough')",0.27912904419954726,1,0.32872759635238785,0.6662212619408394,2,75,0.03711804173670391
"('personality_lazy', 'personality_trusting')",0.5126609008453816,1,0.725728208054659,1.470809168324109,2,75,0.08194508223520036
"('personality_nervous', 'personality_outgoing')",0.738277183671568,1,1.3647154307086287,2.765823272902821,2,75,0.1540958680617286
"('personality_nervous', 'personality_reserved')",0.2649540502174615,1,0.30908912297191826,0.6264206225564211,2,75,0.03490057754242917
"('personality_nervous', 'personality_stress')",0.5119604395252562,1,0.7242641538300019,1.467842018428804,2,75,0.08177976959817622
"('personality_nervous', 'personality_thorough')",0.17594939774572912,1,0.19402355099520627,0.3932210633502847,2,75,0.021908030672373006
"('personality_nervous', 'personality_trusting')",0.5025170627916922,1,0.7047342117161556,1.428261335744742,2,75,0.07957456013434991
"('personality_outgoing', 'personality_reserved')",0.7447771801784921,1,1.3907884301187545,2.8186645517073425,2,75,0.15703988216655196
"('personality_outgoing', 'personality_stress')",0.7673977472809879,1,1.4871566704001729,3.0139708520110173,2,75,0.16792123318347096
"('personality_outgoing', 'personality_thorough')",0.8136438523068833,1,1.718300368967139,3.4824220811067352,2,75,0.19402065880451808
"('personality_outgoing', 'personality_trusting')",0.7732892553215295,1,1.5138381811401405,3.068045380444018,2,75,0.17093395691045246
"('personality_reserved', 'personality_stress')",0.6177597377584614,1,0.9741437163597255,1.974264598489044,2,75,0.10999474191581815
"('personality_reserved', 'personality_thorough')",0.27813240964989255,1,0.3273339235211754,0.6633967516695822,2,75,0.036960676164448154
"('personality_reserved', 'personality_trusting')",0.5675977841736324,1,0.8478414797253965,1.7182920655768037,2,75,0.0957334150821362
"('personality_stress', 'personality_thorough')",0.6175328754575612,1,0.9735349770955044,1.9730308869135558,2,75,0.10992600655661239
"('personality_stress', 'personality_trusting')",0.6270397768377827,1,0.9993680337842754,2.0253858818027983,2,75,0.11284292770044163
"('personality_thorough', 'personality_trusting')",0.42248420954385546,1,0.5530581448239504,1.1208645068432064,2,75,0.06244816538126436
